Order Date,Product,Region,Channel,Units Sold,Revenue,Profit
2025-09-28,Starter Kit,North America,Organic Web,3,7175.05,3666.13
2025-09-28,Starter Kit,Asia Pacific,Partner Referral,2,7872.44,1216.78
2025-09-28,Pro Suite,North America,Partner Referral,2,1824.1,1935.83
2025-09-29,API Credits,Asia Pacific,Direct Sales,2,12112.62,3131.87
2025-09-30,Enterprise Cloud,Asia Pacific,Direct Sales,1,6382.86,5464.16
2025-10-01,Pro Suite,North America,Partner Referral,11,4588.73,1796.26
2025-10-02,API Credits,North America,Direct Sales,13,4052.25,3209.08
2025-10-04,Pro Suite,Europe,Paid Search,9,13217.81,1394.87
2025-10-04,Enterprise Cloud,Asia Pacific,Partner Referral,14,3969.13,3822.92
2025-10-04,Enterprise Cloud,Asia Pacific,Paid Search,9,7041.97,3159.33
2025-10-05,Developer License,Latin America,Organic Web,9,4710.32,1833.81
2025-10-06,API Credits,Asia Pacific,Direct Sales,13,12995.54,1905.59
2025-10-07,API Credits,Asia Pacific,Direct Sales,17,6703.19,527.07
2025-10-07,Pro Suite,Europe,Organic Web,16,7347.94,935.34
2025-10-07,Developer License,Europe,Paid Search,18,13208.89,5509.04
2025-10-07,Enterprise Cloud,Asia Pacific,Partner Referral,2,4449.64,900.11
2025-10-07,API Credits,North America,Partner Referral,16,6716.79,2193.39
2025-10-08,Enterprise Cloud,Latin America,Direct Sales,16,14756.12,423.0
2025-10-10,Enterprise Cloud,Europe,Paid Search,1,7886.91,5441.36
2025-10-10,Developer License,Europe,Partner Referral,12,8509.97,4968.91
2025-10-10,Enterprise Cloud,Latin America,Direct Sales,14,10951.63,4248.24
2025-10-11,Enterprise Cloud,North America,Partner Referral,6,6878.34,3640.78
2025-10-11,API Credits,Europe,Paid Search,1,6306.8,2358.52
2025-10-11,API Credits,North America,Direct Sales,18,5650.98,213.84
2025-10-12,Pro Suite,Latin America,Partner Referral,16,3780.03,2775.07
2025-10-13,Developer License,Latin America,Direct Sales,7,11954.12,1771.01
2025-10-13,Pro Suite,Latin America,Direct Sales,8,13084.56,3860.83
2025-10-15,Pro Suite,North America,Direct Sales,6,5495.41,3027.39
2025-10-15,API Credits,Latin America,Direct Sales,19,1435.27,5064.14
2025-10-16,Pro Suite,North America,Paid Search,7,10101.53,5732.94
2025-10-16,Enterprise Cloud,Asia Pacific,Direct Sales,8,9911.2,2561.1
2025-10-16,Enterprise Cloud,Europe,Direct Sales,6,10083.51,5659.21
2025-10-17,Starter Kit,Europe,Organic Web,2,11150.58,4632.44
2025-10-17,API Credits,Europe,Paid Search,2,12864.3,3753.36
2025-10-20,Developer License,Europe,Organic Web,18,11045.46,4054.15
2025-10-21,Pro Suite,Europe,Partner Referral,10,10384.39,4474.38
2025-10-21,API Credits,Asia Pacific,Partner Referral,8,6981.17,5667.05
2025-10-22,Developer License,North America,Paid Search,15,14010.08,878.22
2025-10-23,Starter Kit,North America,Partner Referral,1,2095.82,2764.61
2025-10-25,Enterprise Cloud,North America,Organic Web,9,1127.27,5306.62
2025-10-26,Pro Suite,Latin America,Partner Referral,18,10085.22,5786.27
2025-10-28,Pro Suite,Latin America,Direct Sales,2,9758.0,110.28
2025-10-29,Starter Kit,Europe,Paid Search,2,8748.38,1664.89
2025-10-31,Enterprise Cloud,Asia Pacific,Paid Search,1,9881.78,5987.03
2025-10-31,Starter Kit,Europe,Paid Search,18,14458.24,4170.57
2025-10-31,Enterprise Cloud,Latin America,Paid Search,18,9107.85,404.17
2025-10-31,Enterprise Cloud,North America,Direct Sales,17,6294.13,1832.42
2025-10-31,API Credits,Europe,Partner Referral,7,11625.78,3904.51
2025-11-01,Starter Kit,North America,Partner Referral,3,9836.98,2860.08
2025-11-02,Starter Kit,North America,Partner Referral,14,8005.51,1043.37
2025-11-03,Pro Suite,Europe,Organic Web,8,1254.6,692.75
2025-11-03,Starter Kit,Europe,Paid Search,3,11816.48,4583.32
2025-11-04,Enterprise Cloud,Asia Pacific,Organic Web,7,3893.28,5738.48
2025-11-04,Starter Kit,Asia Pacific,Partner Referral,4,4718.6,1642.18
2025-11-05,Enterprise Cloud,North America,Direct Sales,8,14338.95,3930.73
2025-11-06,Enterprise Cloud,Asia Pacific,Partner Referral,5,11664.58,1890.77
2025-11-06,Starter Kit,Latin America,Partner Referral,2,1409.54,442.76
2025-11-07,Starter Kit,North America,Paid Search,1,7787.29,3119.38
2025-11-09,Developer License,Europe,Partner Referral,18,1375.22,5797.98
2025-11-10,Enterprise Cloud,North America,Direct Sales,2,768.71,1563.63
2025-11-10,Starter Kit,North America,Paid Search,6,5349.53,5109.57
2025-11-11,Pro Suite,Latin America,Direct Sales,6,6714.95,1593.04
2025-11-12,Pro Suite,North America,Organic Web,1,13375.82,4014.99
2025-11-12,Pro Suite,Asia Pacific,Organic Web,3,11664.87,2412.24
2025-11-13,Pro Suite,Asia Pacific,Paid Search,9,14777.85,2178.99
2025-11-14,Pro Suite,Asia Pacific,Organic Web,2,1340.46,967.16
2025-11-14,Developer License,North America,Partner Referral,15,9053.73,3368.37
2025-11-14,Developer License,North America,Paid Search,4,7013.3,4081.38
2025-11-15,Pro Suite,North America,Direct Sales,6,10041.78,2455.52
2025-11-16,API Credits,Latin America,Direct Sales,5,10801.59,1353.46
2025-11-17,Pro Suite,Asia Pacific,Direct Sales,2,12322.14,1823.41
2025-11-18,Developer License,Asia Pacific,Partner Referral,18,6997.12,5742.96
2025-11-19,API Credits,North America,Partner Referral,15,12886.25,328.77
2025-11-19,Pro Suite,North America,Partner Referral,12,13431.05,4458.38
2025-11-20,Enterprise Cloud,Latin America,Paid Search,4,6558.92,4753.53
2025-11-21,Pro Suite,Europe,Organic Web,10,2175.5,2802.92
2025-11-21,Enterprise Cloud,North America,Partner Referral,13,13662.48,4061.08
2025-11-21,Starter Kit,Asia Pacific,Paid Search,5,8825.54,1215.21
2025-11-22,Enterprise Cloud,Europe,Organic Web,12,2203.24,2349.92
2025-11-22,Enterprise Cloud,Latin America,Organic Web,6,12653.42,4082.99
2025-11-23,Pro Suite,Latin America,Partner Referral,15,12948.28,3694.81
2025-11-23,API Credits,Europe,Paid Search,6,2403.54,2751.31
2025-11-24,Developer License,Latin America,Partner Referral,15,2149.59,2091.85
2025-11-25,Enterprise Cloud,Latin America,Paid Search,13,11115.12,3453.69
2025-11-27,Pro Suite,Europe,Paid Search,3,11112.88,3570.6
2025-11-27,Developer License,North America,Paid Search,15,1576.26,5405.49
2025-12-02,Enterprise Cloud,North America,Paid Search,5,8662.23,1778.5
2025-12-04,Enterprise Cloud,Latin America,Paid Search,5,5708.07,4519.51
2025-12-04,Pro Suite,Latin America,Organic Web,14,10675.96,2474.88
2025-12-04,Pro Suite,Europe,Paid Search,13,6856.15,5131.07
2025-12-06,API Credits,Europe,Paid Search,12,5461.3,2778.21
2025-12-06,Pro Suite,Latin America,Direct Sales,9,11512.72,5251.62
2025-12-06,Pro Suite,North America,Direct Sales,5,12789.12,3968.32
2025-12-07,Enterprise Cloud,Asia Pacific,Direct Sales,5,912.51,2869.17
2025-12-08,Developer License,North America,Paid Search,13,11282.63,3961.25
2025-12-08,API Credits,Europe,Direct Sales,11,12458.09,2773.31
2025-12-08,Enterprise Cloud,Europe,Direct Sales,8,13259.76,1914.42
2025-12-09,Pro Suite,Asia Pacific,Direct Sales,15,2930.25,2401.07
2025-12-10,Enterprise Cloud,Europe,Paid Search,16,4868.02,3623.87
2025-12-10,API Credits,Latin America,Organic Web,18,13800.11,4357.64
2025-12-11,Starter Kit,Asia Pacific,Direct Sales,7,12276.01,5484.06
2025-12-11,Developer License,Asia Pacific,Paid Search,13,9958.44,883.14
2025-12-12,API Credits,North America,Paid Search,16,5340.68,163.74
2025-12-12,Pro Suite,Asia Pacific,Paid Search,9,6142.12,1042.82
2025-12-12,API Credits,Asia Pacific,Partner Referral,10,1656.26,2104.08
2025-12-12,Enterprise Cloud,Asia Pacific,Partner Referral,17,1044.41,5885.4
2025-12-12,Pro Suite,North America,Organic Web,2,8494.52,2811.37
2025-12-14,Pro Suite,Europe,Direct Sales,1,7318.4,5737.72
2025-12-15,Enterprise Cloud,North America,Organic Web,12,11934.25,4663.31
2025-12-15,Enterprise Cloud,North America,Organic Web,15,7420.24,2611.04
2025-12-15,Pro Suite,Latin America,Paid Search,10,11320.35,3092.09
2025-12-15,Developer License,Asia Pacific,Partner Referral,9,1201.49,512.01
2025-12-15,Pro Suite,Asia Pacific,Organic Web,19,12475.04,3896.43
2025-12-16,Enterprise Cloud,North America,Organic Web,18,4333.29,2238.33
2025-12-17,Enterprise Cloud,Asia Pacific,Partner Referral,12,14703.56,1582.76
2025-12-18,Enterprise Cloud,North America,Direct Sales,4,3855.29,4598.94
2025-12-18,Pro Suite,Europe,Paid Search,9,11049.46,2107.97
2025-12-20,Enterprise Cloud,Asia Pacific,Organic Web,4,12360.23,2192.3
2025-12-21,Developer License,Europe,Partner Referral,2,8484.38,75.96
2025-12-21,Starter Kit,Europe,Direct Sales,2,10473.43,713.5
2025-12-23,API Credits,North America,Direct Sales,5,2942.89,3289.67
2025-12-25,API Credits,Europe,Partner Referral,14,4193.35,2343.8
2025-12-25,Enterprise Cloud,Europe,Organic Web,16,3850.85,3626.39
2025-12-26,Pro Suite,Europe,Paid Search,8,9883.53,1931.81
2025-12-26,Enterprise Cloud,North America,Partner Referral,15,7723.74,4744.46
2025-12-26,Enterprise Cloud,Europe,Direct Sales,8,6038.25,3098.56
2025-12-26,Pro Suite,North America,Direct Sales,11,9445.02,2559.88
2025-12-26,Enterprise Cloud,North America,Partner Referral,10,11695.32,2662.94
2025-12-30,Pro Suite,North America,Organic Web,2,10267.37,3123.61
2025-12-31,Enterprise Cloud,Europe,Paid Search,4,2637.65,4830.72
2025-12-31,Starter Kit,Latin America,Organic Web,14,12588.21,1760.09
